Pelt tag #,Date of harvest,Sex,Weight (lbs),Location/waterbody,Town,Watershed,HarvestType
2368,12/4/2020,M,39,Chipuxet River,South Kingstown,Pawcatuck,Public
2369,12/4/2020,M,42,Chipuxet River,South Kingstown,Pawcatuck,Public
2370,12/4/2020,F,25,Chipuxet River,South Kingstown,Pawcatuck,Public
2371,12/4/2020,M,25,Chipuxet River,South Kingstown,Pawcatuck,Public
2372,12/4/2020,M,38,Chipuxet River,South Kingstown,Pawcatuck,Public
2373,12/4/2020,F,33,Chipuxet River,South Kingstown,Pawcatuck,Public
2374,12/7/2020,M,44,Chipuxet River,South Kingstown,Pawcatuck,Public
2375,12/7/2020,F,43,Chipuxet River,South Kingstown,Pawcatuck,Public
2376,12/7/2020,M,12,Chipuxet River,South Kingstown,Pawcatuck,Public
2377,12/22/2020,F,26,unknown,Hopkinton,unknown,Public
2378,12/31/2020,F ,40,Browning Mill Pond,Exeter,Pawcatuck,Public
2379,11/2/2020,F,14,unknown,Charlestown,unknown,Public
2380,11/8/2020,F,40,unknown,Charlestown,unknown,Public
2381,11/13/2020,F,32,unknown,Charlestown,unknown,Public
2382,1/9/2021,F,34,Chipuxet River,Exeter,Pawcatuck,Public
2383,1/13/2021,M,30,Chipuxet River,Exeter,Pawcatuck,Public
2384,11/18/2020,F,38,Ashaway RV Park (Route 216),Hopkinton,Pawcatuck,Public
2385,11/19/2020,M,32,Ashaway RV Park (Route 216),Hopkinton,Pawcatuck,Public
2386,11/24/2020,F,36,Ashaway RV Park (Route 216),Hopkinton,Pawcatuck,Public
2387,1/3/2021,F,43,Tomaquag Brook,Hopkinton,Pawcatuck,Public
2388,1/6/2021,F,15,Tomaquag Brook,Hopkinton,Pawcatuck,Public
2389,12/13/2020,M,48,Halls Pond,Coventry,Pawtuxet,Public
2390,12/13/2020,unk,15,Halls Pond,Coventry,Pawtuxet,Public
2391,12/14/2020,F,41,Halls Pond,Coventry,Pawtuxet,Public
2392,12/14/2020,unk,17,Halls Pond,Coventry,Pawtuxet,Public
2393,1/16/2021,F,43,West Meadow Brook,Foster,Quinebaug,Public
2394,1/19/2021,unk,20,West Meadow Brook,Foster,Quinebaug,Public
2395,1/19/2021,M,39,West Meadow Brook,Foster,Quinebaug,Public
2396,12/2/2020,M,44,Ponagansett River Corridor,Foster,Pawtuxet,Public
2397,12/4/2020,F,33,Ponagansett River Corridor,Foster,Pawtuxet,Public
2398,12/6/2020,M,47,Ponagansett River Corridor,Foster,Pawtuxet,Public
2399,12/7/2020,M,30,Ponagansett River Corridor,Foster,Pawtuxet,Public
2400,12/8/2020,M,33,Ponagansett River Corridor,Foster,Pawtuxet,Public
2401,1/9/2021,M,33,Carbuncle Pond,Coventry,Quinebaug,Public
2402,1/9/2021,M,50,Carbuncle Pond,Coventry,Quinebaug,Public
2403,2/26/2021,F,38,Ponagansett River Corridor,Foster,Pawtuxet,Public
2404,1/8/2021,F,16,Browning Mill Pond,Richmond,Pawcatuck,Public
2405,1/9/2021,F,36,Browning Mill Pond,Richmond,Pawcatuck,Public
2406,1/14/2021,F,18,Browning Mill Pond,Richmond,Pawcatuck,Public
2407,1/15/2021,F,18,Browning Mill Pond,Richmond,Pawcatuck,Public
2408,12/3/2020,F,47,Lower Slack Reservoir,Smithfield,Woonasquatucket,Public
2409,3/12/2021,M,34,Cherry Valley Pond,Glocester,Blackstone,Public
2410,1/14/2021,M,40,Roaring Brook,Exeter,Pawcatuck,Public
2411,12/19/2020,F,35,Camp Ker-anna,Cumberland,Blackstone,Public
2412,1/14/2021,F,21,Camp Shepard,Smithfield,Woonasquatucket,Public
2413,1/15/2021,M,48,Camp Shepard,Smithfield,Woonasquatucket,Public
2414,1/15/2021,M,25,Camp Ker-anna,Cumberland,Blackstone,Public
2415,1/21/2021,M,35,Camp Shepard,Smithfield,Woonasquatucket,Public
2416,3/12/2021,M,51,Camp Shepard,Smithfield,Woonasquatucket,Public
2417,3/12/2021,M,37,Camp Shepard,Smithfield,Woonasquatucket,Public
2418,3/14/2021,M,18,Camp Shepard,Smithfield,Woonasquatucket,Public
2419,11/18/2020,M,52,unknown,North Smithfield,unknown,Public
2420,11/19/2020,M,30,unknown,North Smithfield,unknown,Public
2421,11/19/2020,F,u,unknown,North Smithfield,unknown,Public
2422,11/19/2020,F,u,unknown,North Smithfield,unknown,Public
2423,3/6/2021,M,39,Town Farm Pond,Coventry,Pawtuxet,Public
2424,3/10/2021,F,22,Town Farm Pond,Coventry,Pawtuxet,Public
2425,12/11/2020,M,48,Great Swamp impoundment,South Kingstown,Pawcatuck,Public
2426,12/15/2020,F,31,Great Swamp impoundment,South Kingstown,Pawcatuck,Public
2427,12/31/2020,M,16,Great Swamp impoundment,South Kingstown,Pawcatuck,Public
2428,1/1/2021,F,53,Great Swamp impoundment,South Kingstown,Pawcatuck,Public
2429,1/1/2021,F,15,Great Swamp impoundment,South Kingstown,Pawcatuck,Public
2430,1/1/2021,F,42,Great Swamp impoundment,South Kingstown,Pawcatuck,Public
2431,1/1/2021,M,14,Great Swamp impoundment,South Kingstown,Pawcatuck,Public
2432,1/10/2021,M,38,Poquaint Brook,Charlestown,Pawtuxet,Public
2433,1/11/2021,F,18,Blue Pond,Hopkinton,Pawcatuck,Public
2434,1/16/2021,F,21,Poquaint Brook,Charlestown,Pawcatuck,Public
2435,2/27/2021,F,41,Poquaint Brook,Charlestown,Pawcatuck,Public
2436,2/27/2021,M,22,Canochet Brook,Hopkinton,Pawcatuck,Public
2437,2/28/2021,M,44,Meadow Brook,Richmond,Pawcatuck,Public
2438,11/10/2020,F,15,Pasquiset Pond,Charlestown,Pawcatuck,Public
2439,11/10/2020,F,15,Pasquiset Pond,Charlestown,Pawcatuck,Public
2440,11/21/2020,M,25,Pasquiset Pond,Charlestown,Pawcatuck,Public
2441,11/21/2020,F,30,Pasquiset Pond,Charlestown,Pawcatuck,Public
2442,11/25/2020,M,30,Maple Lake,Charlestown,Pawcatuck,Public
2443,12/1/2020,M,30,Maple Lake,Charlestown,Pawcatuck,Public
2444,12/3/2020,F,20,Maple Lake,Charlestown,Pawcatuck,Public
2445,11/4/2020,unk,20,Pasquiset Pond,Charlestown,Pawcatuck,Public
2446,11/5/2020,unk,33,Pasquiset Pond,Charlestown,Pawcatuck,Public
2447,11/5/2020,unk,30,Pasquiset Pond,Charlestown,Pawcatuck,Public
2448,11/17/2020,unk,40,Pasquiset Pond,Charlestown,Pawcatuck,Public
2449,11/18/2020,unk,25,Pasquiset Pond,Charlestown,Pawcatuck,Public
2450,3/23/2021,M,44,Cranston F&G Club (Dolly Cole Brook),Foster,Pawtuxet,Nuisance
2451,3/24/2021,M,30,Cranston F&G Club (Dolly Cole Brook),Foster,Pawtuxet,Nuisance
2452,3/29/2021,M,35,Cranston F&G Club (Dolly Cole Brook),Foster,Pawtuxet,Nuisance
2453,3/29/2021,F,18,Cranston F&G Club (Dolly Cole Brook),Foster,Pawtuxet,Nuisance
2454,4/1/2021,F,50,Cranston F&G Club (Dolly Cole Brook),Foster,Pawtuxet,Nuisance
2455,4/1/2021,M,17,Cranston F&G Club (Dolly Cole Brook),Foster,Pawtuxet,Nuisance
2456,3/30/2021,M,35,Newton's Marsh (AMTRAK),Westerly,Pawcatuck,Nuisance
2457,3/30/2021,F,35,Newton's Marsh (AMTRAK),Westerly,Pawcatuck,Nuisance
2458,3/31/2021,M,35,Newton's Marsh (AMTRAK),Westerly,Pawcatuck,Nuisance
2459,4/1/2021,F,35,Newton's Marsh (AMTRAK),Westerly,Pawcatuck,Nuisance
2460,4/13/2021,M,55,Sebille Pond,Smithfield,Woonasquatucket,Nuisance
2461,12/10/2020,F,21,Pasquiset Pond,Charlestown,Pawcatuck,Public
2462,12/5/2020,M,19,Pasquiset Pond,Charlestown,Pawcatuck,Public
2463,11/15/2020,M,30,Pasquiset Pond,Charlestown,Pawcatuck,Public
2464,11/15/2020,M,10,Pasquiset Pond,Charlestown,Pawcatuck,Public
2465,11/15/2020,F,15,Pasquiset Pond,Charlestown,Pawcatuck,Public
2466,12/4/2020,M,38,Saw Mill Pond,Charlestown,Pawcatuck,Public
2467,12/13/2020,unk,25,Saw Mill Pond,Charlestown,Pawcatuck,Public
2468,4/19/2021,F,56,Meadowbrook Drive (Reaper Brook),Johnston,Woonasquatucket,Nuisance
2469,12/26/2004,unk,13,Falls River (Arcadia),Exeter,Pawcatuck,Public
